movieCd,movieNm,movieNmEn,prdtYear,openDt,typeNm,prdtStatNm,nationAlt,genreAlt,repNationNm,repGenreNm,directors,companys
20215965,발정난 아내 에츠코,,2019,20210210,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,[{'peopleNm': '토미죠 타로'}],[]
20215807,ARKO LIVE 뮤지컬 시데레우스,,2020,20210211,장편,개봉,한국,"뮤지컬,공연",한국,뮤지컬,[],"[{'companyCd': '20203521', 'companyNm': '(주)아이디어랩'}]"
20214889,로그시티,ROGUE CITY,2020,20210211,장편,개봉,프랑스,"범죄,액션",프랑스,범죄,[{'peopleNm': '올리비에르 마샬'}],[]
20215810,송가인 더 드라마 ,,2021,20210211,장편,개봉,한국,공연,한국,공연,"[{'peopleNm': '이태슬'}, {'peopleNm': '김성윤'}]","[{'companyCd': '20216782', 'companyNm': '포켓돌스튜디오'}]"
20215827,폴리스,Police,2020,20210210,장편,개봉,프랑스,"드라마,범죄",프랑스,드라마,[{'peopleNm': '앤 폰테인'}],[]
20202289,엘프,The Elfkins- Baking a difference,2019,20210210,장편,개봉,독일,애니메이션,독일,애니메이션,[{'peopleNm': '우테 폰 뮌쇼폴'}],[]
20203131,살아남은 사람들,Those Who Remained,2019,20210210,장편,개봉,헝가리,"드라마,멜로/로맨스",헝가리,드라마,[{'peopleNm': '버르너바시 토트'}],[]
20214981,몬스터 헌터,Monster Hunter,2020,20210210,장편,개봉,미국,"액션,어드벤처",미국,액션,[{'peopleNm': '폴 W.S. 앤더슨'}],[]
20215483,섹시 안드로이드:뜨거운 교미,,2019,20210209,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,[{'peopleNm': '코이케.Jp'}],[]
20215901,직장 여선배의 성교육,,2019,20210208,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,[{'peopleNm': '타카기'}],[]
20215903,아내의 봉사 무삭제판,,2019,20210208,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,[{'peopleNm': '토미죠 타로'}],[]
20215883,신혼 여선배:시간아 멈춰라 무삭제판,,2019,20210208,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,[{'peopleNm': '와카마츠 쇼군'}],[]
20215902,성욕 넘치는 아내의 일탈,,2019,20210208,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,[{'peopleNm': '사노 B사쿠'}],[]
20215314,스푸트닉,Sputnik,2020,20210204,장편,개봉,러시아,"SF,스릴러",러시아,SF,[],[]
20215881,음란한 작은어머니의 유혹,,2019,20210206,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,[{'peopleNm': '아카바네 류지'}],[]
20215848,아찔한 가정부들의 유혹,,2019,20210206,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,[{'peopleNm': '코고로 킨다이치'}],[]
20215847,바람난 유부녀들의 밀애,,2019,20210206,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,[{'peopleNm': '토미죠 타로'}],[]
20215882,리얼돌로 돌아온 아내,,2019,20210206,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,[{'peopleNm': '코메이'}],[]
20215864,의붓누나의 뜨거운 맛,,2019,20210205,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,[{'peopleNm': '시온'}],[]
20215865,욕구불만 아내:만족 할 때까지,,2019,20210205,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,[{'peopleNm': '사노 B사쿠'}],[]
20215845,새엄마:은밀한 동거,,2019,20210205,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,[{'peopleNm': '아카바네 류지'}],[]
20215846,다 해주는 착한 형수,,2019,20210205,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,[{'peopleNm': '히이라기 엔부'}],[]
20202128,100% 울프: 푸들이 될 순 없어,100% Wolf,2020,20201224,장편,개봉,호주,애니메이션,호주,애니메이션,[{'peopleNm': '알렉스 스타더만'}],[]
20214723,데스 숏컷,Shortcut,2020,20210203,장편,개봉,기타,"판타지,공포(호러),스릴러",기타,판타지,[],[]
20209869,힐빌리의 노래,Hillbilly Elegy,2020,20201111,장편,개봉,미국,드라마,미국,드라마,[{'peopleNm': '론 하워드'}],[]
20201648,더 시크릿,The Secrets We Keep,2020,20210121,장편,개봉,영국,스릴러,영국,스릴러,[{'peopleNm': '유발 애들러'}],[]
20200419,맹크,Mank,2020,20201118,장편,개봉,미국,드라마,미국,드라마,[{'peopleNm': '데이빗 핀처'}],[]
20204504,모추어리 컬렉션,The Mortuary Collection,2019,20210121,장편,개봉,미국,"판타지,공포(호러)",미국,판타지,[],[]
20202931,완벽한 가족,Blackbird,2019,20210106,장편,개봉,미국,드라마,미국,드라마,[{'peopleNm': '로저 미첼'}],[]
20207443,소울,SOUL,2020,20210120,장편,개봉,미국,애니메이션,미국,애니메이션,[{'peopleNm': '피트 닥터'}],"[{'companyCd': '20101412', 'companyNm': '월트 디즈니 픽쳐스'}, {'companyCd': '20104491', 'companyNm': '픽사 애니메이션 스튜디오'}]"
20183642,뮤직 앤 리얼리티 ,Fiction & Other Realities,2018,20201223,장편,개봉,"한국,미국",드라마,한국,드라마,"[{'peopleNm': '빅 포니'}, {'peopleNm': '스티브 리'}]","[{'companyCd': '20204781', 'companyNm': '(주)보더리스필름'}]"
20214968,칙 파이트,Chick Fight,2020,20210204,장편,개봉,미국,"액션,코미디",미국,액션,[{'peopleNm': '폴 레이든'}],[]
20203467,어쌔신 게임,Assassin's Game,2019,20210204,장편,개봉,미국,"범죄,액션",미국,범죄,[],[]
20203521,알파 테스트,Alpha Test,2020,20210204,장편,개봉,미국,"SF,스릴러",미국,SF,[{'peopleNm': '아론 머티스'}],[]
20200472,세상의 모든 디저트: 러브 사라,Love Sarah,2020,20210204,장편,개봉,영국,"드라마,코미디,멜로/로맨스",영국,드라마,[],[]
20205704,미드나잇 버스 ,Midnight Bus,2017,20210204,장편,개봉,일본,"드라마,멜로/로맨스,가족",일본,드라마,[],[]
20203552,내겐 너무 어려운 연애,Bangla,2019,20210204,장편,개봉,이탈리아,코미디,이탈리아,코미디,[],[]
20215719,여친의 새엄마-무삭제,,2020,20210203,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '이정석'}],"[{'companyCd': '20130184', 'companyNm': '스마일컨텐츠'}]"
20209836,개 같은 것들,Things like dogs,2019,20201217,장편,개봉,한국,"드라마,스릴러,미스터리,범죄,가족",한국,드라마,[{'peopleNm': '최종학'}],"[{'companyCd': '20155509', 'companyNm': '(주)에이치에이케이프로덕션'}]"
20215081,서바이브 더 나잇,Survive the Night,2020,20210203,장편,개봉,미국,"액션,스릴러",미국,액션,[{'peopleNm': '맷 에스칸다리'}],[]
20215762,모델 민정의 화려한 테크닉,,2020,20210202,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,[{'peopleNm': '윤준세'}],"[{'companyCd': '20114899', 'companyNm': '(주)영진크리에이티브'}]"
20215384,SNS 러브,Love In The Digital Age,2018,20210128,장편,개봉,미국,멜로/로맨스,미국,멜로/로맨스,[],[]
20207254,나의이름,THE NAME,2019,20201014,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,[{'peopleNm': '허동우'}],"[{'companyCd': '20141948', 'companyNm': '(주)뉴데이픽쳐스'}]"
20190481,앙상블,Ensemble,2019,20201105,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '정형석'}],"[{'companyCd': '20176144', 'companyNm': '닷 팩토리'}, {'companyCd': '20110445', 'companyNm': '전주 영상위원회'}]"
20201022,북스마트,Booksmart,2019,20210127,장편,개봉,미국,코미디,미국,코미디,[{'peopleNm': '올리비아 와일드'}],[]
20215057,음란주택2 : 노예계약,,2020,20210201,장편,개봉,한국,"성인물(에로),드라마",한국,성인물(에로),[{'peopleNm': '한동호'}],"[{'companyCd': '20186981', 'companyNm': '주식회사 플릭스코'}]"
20214824,시누이의 맛 2,,2020,20210201,장편,개봉,한국,"성인물(에로),드라마",한국,성인물(에로),[{'peopleNm': '최정자'}],"[{'companyCd': '20186981', 'companyNm': '주식회사 플릭스코'}]"
20215047,BBC프롬스: 아르헤리치와 바렌보임 콘서트,BBC Proms: Martha Argerich And Daniel Barenboim,2016,20210202,장편,개봉,독일,공연,독일,공연,[{'peopleNm': '다니엘 바렌보임'}],[]
20202706,아내의 방:내 방에 들어올래?,,2020,20210201,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,[{'peopleNm': '윤준세'}],"[{'companyCd': '20114899', 'companyNm': '(주)영진크리에이티브'}]"
20205381,내언니전지현과 나,People in Elancia,2020,20201203,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,[{'peopleNm': '박윤진'}],[]
20183358,겨울밤에,Winter's Night,2018,20201210,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '장우진'}],"[{'companyCd': '20161603', 'companyNm': '봄내필름'}]"
20215361,라스칼라 갈라 콘서트: 별들을 다시 보려고,GALA SCALA CONCERT,2020,20210201,장편,개봉,이탈리아,공연,이탈리아,공연,[{'peopleNm': '리카르도 샤이'}],[]
20199161,사이코패스 시너스 오브 더 시스템 케이스2: 퍼스트 가디언,PSYCHO-PASS SINNERS OF THE SYSTEM Case 2: First Guardian,2019,20191026,장편,개봉,일본,애니메이션,일본,애니메이션,[{'peopleNm': '시오타니 나오요시'}],[]
20199107,사이코패스 시너스 오브 더 시스템 케이스1: 죄와 벌,PSYCHO-PASS SINNERS OF THE SYSTEM Case 1: Crime and Punishment,2019,20191026,장편,개봉,일본,애니메이션,일본,애니메이션,[{'peopleNm': '시오타니 나오요시'}],[]
20185784,나의 특별한 형제,Inseparable Bros,2018,20190501,장편,개봉,한국,"드라마,코미디",한국,드라마,[{'peopleNm': '육상효'}],"[{'companyCd': '20100545', 'companyNm': '(주)명필름'}, {'companyCd': '20123320', 'companyNm': '(주)조이래빗'}]"
20204147,웬디고: 전설의 몬스터,The Retreat,2020,20210125,장편,개봉,미국,공포(호러),미국,공포(호러),[],[]
20203564,성적은 크기순이 아니잖아,,2020,20210128,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '김종석'}],"[{'companyCd': '20203087', 'companyNm': '컨텐츠레드'}]"
20201687,기기괴괴 성형수,Beauty Water,2020,20200909,장편,개봉,한국,"공포(호러),스릴러",한국,공포(호러),[{'peopleNm': '조경훈'}],"[{'companyCd': '20175522', 'companyNm': '(주)에스에스애니멘트 '}, {'companyCd': '20100330', 'companyNm': '(주)스튜디오 애니멀'}]"
20204628,사일런싱,The Silencing,2020,20210128,장편,개봉,미국,"공포(호러),범죄,스릴러",미국,공포(호러),[],[]
20200512,미스터 존스,Mr. Jones,2019,20210107,장편,개봉,폴란드,"드라마,스릴러",폴란드,드라마,[{'peopleNm': '아그네츠카 홀란드'}],[]
20201649,명탐정 코난: 진홍의 수학여행,Detective Conan: The Scarlet School Trip,1996,20210127,장편,개봉,일본,애니메이션,일본,애니메이션,[{'peopleNm': '야마모토 야스이치로'}],[]
20215021,디노소어 어드벤쳐,The Dinosaur Project,2012,20210127,장편,개봉,미국,"어드벤처,액션",미국,어드벤처,[],[]
20214734,나이트 언데드,Discarnate,2020,20210127,장편,개봉,미국,"미스터리,공포(호러),스릴러",미국,미스터리,[],[]
20214731,골든맨,Golden Men,2019,20210127,장편,개봉,이탈리아,"범죄,드라마",이탈리아,범죄,[{'peopleNm': '빈센조 알피리'}],[]
20202727,교수님의 이중생활,,2020,20210126,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,[{'peopleNm': '윤준세'}],"[{'companyCd': '20114899', 'companyNm': '(주)영진크리에이티브'}]"
20209802,국도극장: 감독판,Somewhere in Between,2020,20200529,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '전지희'}],"[{'companyCd': '20168488', 'companyNm': '명필름랩'}]"
20215501,음란한 회의실:신입 여직원과,,2019,20210125,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,[{'peopleNm': '미시마 로쿠사부로'}],[]
20215484,새엄마의 섹스 스캔들,,2019,20210125,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,[{'peopleNm': '나가에 타카미'}],[]
20215502,뜨거운 방판녀:농익은 영업기술,,2019,20210125,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,[{'peopleNm': '버드맨 텟페이'}],[]
20177005,레슬러,LOVE+SLING,2018,20180509,장편,개봉,한국,"드라마,코미디",한국,드라마,[{'peopleNm': '김대웅'}],"[{'companyCd': '20138660', 'companyNm': '(주)안나푸르나필름'}]"
20193859,사라진 시간,ME AND ME,2019,20200618,장편,개봉,한국,"미스터리,드라마",한국,미스터리,[{'peopleNm': '정진영'}],"[{'companyCd': '20138935', 'companyNm': '(주)비에이엔터테인먼트'}, {'companyCd': '20204281', 'companyNm': '(주)다니필름'}]"
20202324,어린 구멍 - 무삭제판,,2020,20210121,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '김종석'}],"[{'companyCd': '20176201', 'companyNm': '모히또필름'}]"
20203504,라이어트: 기계들의 역습,Robot Riot,2020,20201223,장편,개봉,미국,"SF,전쟁,액션",미국,SF,[],[]
20198948,두 교황,The Two Popes,2019,20191211,장편,개봉,"미국,영국,이탈리아,아르헨티나",드라마,미국,드라마,[{'peopleNm': '페르난도 메이렐레스'}],[]
20202924,파힘,Fahim,2019,20210121,장편,개봉,프랑스,드라마,프랑스,드라마,[{'peopleNm': '피에르 프랑소와 마틴 라발'}],[]
20198677,제이티 르로이,J.T. LeRoy,2020,20210121,장편,개봉,미국,드라마,미국,드라마,[],[]
20202202,438일,438 Days,2019,20210121,장편,개봉,기타,드라마,기타,드라마,[{'peopleNm': '예스퍼 갠스란트'}],[]
20214861,자매의교환섹스2-무삭제,,2019,20210120,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '천성준'}],"[{'companyCd': '20173662', 'companyNm': '에이원 미디어'}]"
20202540,커넥트,Come Play,2020,20210120,장편,개봉,미국,"공포(호러),미스터리",미국,공포(호러),[{'peopleNm': '제이콥 체이스'}],[]
20215058,월세 대신 몸을 요구하는 여주인,,2019,20210119,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,[{'peopleNm': '사노 B사쿠'}],[]
20215059,욕구불만녀:누구라도 오케이,,2019,20210119,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,[{'peopleNm': '진 류지'}],[]
20215107,쌓여버린 욕정:너무 하고싶어요,,2019,20210119,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,[{'peopleNm': '호소카와 켄'}],[]
20215060,새엄마들:대물이 필요해,,2019,20210119,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,[{'peopleNm': '쿠로아카 긴조'}],[]
20204394,라스트 프론티어,The Last Frontier,2019,20210114,장편,개봉,러시아,"전쟁,액션",러시아,전쟁,[],[]
20198056,아이 엠 우먼,I Am Woman,2019,20210114,장편,개봉,호주,"드라마,멜로/로맨스",호주,드라마,[{'peopleNm': '문은주'}],[]
20204643,다시 만난 날들,Da Capo,2019,20200924,장편,개봉,한국,"뮤지컬,드라마,멜로/로맨스",한국,뮤지컬,[{'peopleNm': '심찬양'}],"[{'companyCd': '20173761', 'companyNm': '(주)푸른나무픽쳐스'}]"
20190703,우리집,The House of Us,2019,20190822,장편,개봉,한국,"드라마,가족",한국,드라마,[{'peopleNm': '윤가은'}],"[{'companyCd': '20141655', 'companyNm': '(주)아토'}]"
20160504,"춘천, 춘천","Autumn, Autumn",2016,20180926,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '장우진'}],"[{'companyCd': '20161603', 'companyNm': '봄내필름'}]"
20203126,친구 여동생,,2020,20210118,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,[{'peopleNm': '판'}],"[{'companyCd': '20114899', 'companyNm': '(주)영진크리에이티브'}]"
20204316,미스캡틴 : 섹시 히어로즈,Captian Marvel XXX: an Axel braun Parody,2020,20210114,장편,개봉,미국,"액션,SF",미국,액션,[{'peopleNm': '악셀 브라운'}],[]
20182674,걸,Girl,2018,20210107,장편,개봉,독일,드라마,독일,드라마,[{'peopleNm': '루카스 돈트'}],[]
20078386,블라인드,Blind,2007,20210114,장편,개봉,네덜란드,"드라마,멜로/로맨스",네덜란드,드라마,[{'peopleNm': '타마르 반 덴 도프'}],[]
20214852,원나잇 : 어플 만남의 목적,One night,2018,20210115,장편,개봉,일본,멜로/로맨스,일본,멜로/로맨스,[],[]
20209363,버스납치,,2017,20210115,장편,개봉,일본,"코미디,드라마",일본,코미디,[{'peopleNm': '후카자와 요시후미'}],[]
20209345,고독의 의리,,2015,20210115,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,[{'peopleNm': '시부야 슈이치'}],[]
20200583,요가학원 : 죽음의 쿤달리니,The Cursed Lesson,2019,20201118,장편,개봉,한국,공포(호러),한국,공포(호러),"[{'peopleNm': '전재홍'}, {'peopleNm': '김지한'}]","[{'companyCd': '20122965', 'companyNm': '(주)트리니티엔터테인먼트'}, {'companyCd': '20100410', 'companyNm': '오퍼스픽쳐스(유)'}]"
20201175,버든: 세상을 바꾸는 힘,Burden,2018,20201125,장편,개봉,미국,드라마,미국,드라마,[{'peopleNm': '앤드류 헤클러'}],[]
20203909,나의 작은 동무,The Little Comrade,2018,20210114,장편,개봉,기타,드라마,기타,드라마,[],[]
20202265,누군가 어디에서 나를 기다리면 좋겠다,I Wish Someone Were Waiting for Me Somewhere,2019,20201217,장편,개봉,프랑스,"드라마,가족",프랑스,드라마,[{'peopleNm': '아르노 비야르'}],[]
20078865,함께 있을 수 있다면,Hunting and Gathering,2007,20201224,장편,개봉,프랑스,"멜로/로맨스,드라마",프랑스,멜로/로맨스,[{'peopleNm': '끌로드 베리'}],[]
20204506,래시 컴 홈,Lassie Come Home,2020,20210107,장편,개봉,독일,"가족,드라마",독일,가족,[{'peopleNm': '올더디센 하노'}],[]
20202647,나이팅게일,The Nightingale,2018,20201230,장편,개봉,호주,스릴러,호주,스릴러,[{'peopleNm': '제니퍼 켄트'}],[]
20202928,탱크 투 베를린,On the Road to Berlin,2015,20201223,장편,개봉,러시아,액션,러시아,액션,[],[]
20180868,뺑반,Hit-and-Run Squad,2018,20190130,장편,개봉,한국,"범죄,액션",한국,범죄,[{'peopleNm': '한준희'}],"[{'companyCd': '201921', 'companyNm': '호두앤유픽쳐스(주)'}, {'companyCd': '20100103', 'companyNm': '(주)쇼박스'}]"
20202666,가을의 마티네,At the end of the Matinee,2019,20201231,장편,개봉,일본,멜로/로맨스,일본,멜로/로맨스,[{'peopleNm': '니시타니 히로시'}],[]
20200683,그날이 온다,The Day Shall Come,2019,20201209,장편,개봉,영국,코미디,영국,코미디,[{'peopleNm': '크리스토퍼 모리스'}],[]
20208400,사라센의 칼,Sword of Sarasen,2020,20210114,장편,개봉,한국,"드라마,가족",한국,드라마,[{'peopleNm': '임재영'}],"[{'companyCd': '20102865', 'companyNm': '대쉬 필름'}]"
20205200,빛의 아버지: 파이널 판타지 XIV,Brave Father Online - our story of FINAL FANTASY XIV,2019,20210114,장편,개봉,일본,드라마,일본,드라마,"[{'peopleNm': '노구치 테루오'}, {'peopleNm': '야마모토 키요시'}]",[]
20214828,나쁜남자:남편 앞에서 당하다,,2019,20210113,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,[{'peopleNm': '하라다 칸토나'}],[]
20204672,김비서는 정말 왜 그럴까? - 무삭제판,,2020,20210113,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '김종석'}],"[{'companyCd': '20203087', 'companyNm': '컨텐츠레드'}]"
20204585,D컵여자친구-무삭제,,2020,20210113,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '이정석'}],"[{'companyCd': '20130184', 'companyNm': '스마일컨텐츠'}]"
20204432,애비규환,MORE THAN FAMILY,2020,20201112,장편,개봉,한국,"드라마,코미디",한국,드라마,[{'peopleNm': '최하나'}],"[{'companyCd': '20141655', 'companyNm': '(주)아토'}, {'companyCd': '20176244', 'companyNm': '(주)모토'}]"
20200304,테우리,Teuri,2019,20200709,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '이난'}],"[{'companyCd': '20154448', 'companyNm': '(주)26컴퍼니'}]"
20198996,여름날,Days in a Summer,2019,20200820,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '오정석'}],"[{'companyCd': '20205001', 'companyNm': '오전필름'}]"
20183391,앵커,Anchor,2018,20191128,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '최정민'}],"[{'companyCd': '20176221', 'companyNm': '씨네마캣 픽쳐스'}]"
20198430,나이브스 아웃,KNIVES OUT,2018,20191204,장편,개봉,미국,"미스터리,스릴러",미국,미스터리,[{'peopleNm': '라이언 존슨'}],[]
20214661,쾌락마사지:낯선 남자들의 손기술,,2019,20210108,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,[{'peopleNm': '빈센트 갸루'}],[]
20214681,젊은형수:한 번 해볼래?,,2019,20210108,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,[{'peopleNm': '버드맨 텟페이'}],[]
20204313,다 해주는 친구엄마,,2019,20210108,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,[{'peopleNm': '아카바네 류지'}],[]
20214662,내 아내의 스캔들,,2019,20210108,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,[{'peopleNm': '나카지마 타로'}],[]
20204259,O형수박가슴가정부,,2020,20210108,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '판'}],"[{'companyCd': '20130184', 'companyNm': '스마일컨텐츠'}]"
20203128,미세스 잘주리 미스 안주리,,2020,20210107,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '김종석'}],"[{'companyCd': '20176201', 'companyNm': '모히또필름'}]"
20203522,블러드하운드,Bloodhound,2020,20210107,장편,개봉,미국,"미스터리,스릴러",미국,미스터리,[{'peopleNm': '제이슨 R. 밀러'}],[]
20203670,마라가 큰 결정을 해야 해,The Wedding Year,2019,20210107,장편,개봉,미국,"멜로/로맨스,코미디",미국,멜로/로맨스,[{'peopleNm': '로버트 루케틱'}],[]
20204409,섹귀 : 섹스에 미친 귀신들,,2020,20210106,장편,개봉,한국,"성인물(에로),드라마",한국,성인물(에로),[{'peopleNm': '한동호'}],"[{'companyCd': '20186981', 'companyNm': '주식회사 플릭스코'}]"
20204508,가슴큰친구누나들-무삭제,,2020,20210106,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '이정석'}],"[{'companyCd': '20130184', 'companyNm': '스마일컨텐츠'}]"
20202002,인플루언서,Influnencer,2020,20201125,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,[{'peopleNm': '오영근'}],"[{'companyCd': '20205741', 'companyNm': '(주)인터오리진아이엔씨'}]"
20197121,삼진그룹 영어토익반,SAMJIN COMPANY ENGLISH CLASS,2020,20201021,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '이종필'}],"[{'companyCd': '20124216', 'companyNm': '더램프(주)'}]"
20186324,언더독,Underdog,2018,20190116,장편,개봉,한국,애니메이션,한국,애니메이션,"[{'peopleNm': '오성윤'}, {'peopleNm': '이춘백'}]","[{'companyCd': '20040104', 'companyNm': '(주)오돌또기 '}]"
20200127,우리 안의 그들,Their who inside of us,2020,20201101,장편,개봉,한국,기타,한국,기타,"[{'peopleNm': '김태진'}, {'peopleNm': '송원준'}, {'peopleNm': '이진영'}]","[{'companyCd': '20154728', 'companyNm': '주식회사 씨엠닉스'}]"
20202130,빅풋 주니어2: 패밀리가 떴다,Bigfoot Family,2020,20210106,장편,개봉,기타,애니메이션,기타,애니메이션,"[{'peopleNm': '벤 스타센'}, {'peopleNm': '제레미 드그루손'}]",[]
20204354,음탕한 유부녀의 밀회,,2019,20210104,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,[{'peopleNm': '사노 B사쿠'}],[]
20204355,음란한 유부녀들:남편친구와 정사,,2019,20210104,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,[{'peopleNm': '나카지마 타로'}],[]
20204356,바람난 아내:남편상사와 아찔한 섹스,,2019,20210104,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,[{'peopleNm': '버드맨 텟페이'}],[]
20204315,그녀의 은밀한 아르바이트,,2019,20210104,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,[{'peopleNm': '버드맨 텟페이'}],[]
20205001,도망친 여자,The Woman Who Ran,2019,20200917,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '홍상수'}],"[{'companyCd': '20100332', 'companyNm': '(주)영화제작전원사 '}]"
20196673,에듀케이션,The Education,2019,20201126,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '김덕중'}],"[{'companyCd': '20125955', 'companyNm': '(주)타이거시네마'}, {'companyCd': '20158092', 'companyNm': 'DGC'}]"
20200129,러브라인,,2020,20201101,장편,개봉,한국,기타,한국,기타,"[{'peopleNm': '오두경'}, {'peopleNm': '김성훈'}, {'peopleNm': '권아영'}, {'peopleNm': '정다이'}]","[{'companyCd': '20154728', 'companyNm': '주식회사 씨엠닉스'}]"
20203723,레전더리 콘서트: 레너드 번스타인,Legendary Concert: Leonard Bernstein & Vienna Philharmonic,2020,20210103,장편,개봉,독일,공연,독일,공연,[],[]
20209368,네 번째 엄마,,2020,20201231,장편,개봉,한국,성인물(에로),한국,성인물(에로),[{'peopleNm': '윤경식'}],"[{'companyCd': '20157008', 'companyNm': '(주)픽쳐레스크'}]"
20204171,며느리 : 탐스러운 육체,,2020,20201229,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,[{'peopleNm': '조태호'}],"[{'companyCd': '20161021', 'companyNm': '(주)영화사가을'}]"
20203914,스와핑 : 자매의 남자들 무삭제,,2020,20201225,장편,개봉,한국,성인물(에로),한국,성인물(에로),[{'peopleNm': '이대길'}],"[{'companyCd': '20191862', 'companyNm': '뷰소프트'}]"
20203915,거짓말 : 친구엄마 무삭제,,2020,20201225,장편,개봉,한국,성인물(에로),한국,성인물(에로),[{'peopleNm': '이대길'}],"[{'companyCd': '20191862', 'companyNm': '뷰소프트'}]"
20202848,애첩,,2020,20201224,장편,개봉,한국,성인물(에로),한국,성인물(에로),[{'peopleNm': '리차드 킴'}],"[{'companyCd': '20122937', 'companyNm': '(주)룬컴퍼니'}]"
20203288,신입 여사원,,2020,20201223,장편,개봉,한국,"성인물(에로),드라마",한국,성인물(에로),[{'peopleNm': '한동호'}],"[{'companyCd': '20186981', 'companyNm': '주식회사 플릭스코'}]"
20203210,더러운아내 무삭제판,,2019,20201223,장편,개봉,한국,"드라마,멜로/로맨스",한국,드라마,[{'peopleNm': '최정자'}],"[{'companyCd': '20174841', 'companyNm': '(주)가온콘텐츠'}]"
20198014,형의 여자를 탐하다 무삭제,,2019,20201222,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '김환'}],"[{'companyCd': '20161021', 'companyNm': '(주)영화사가을'}]"
20202923,착한 유부녀들,,2020,20201221,장편,개봉,한국,성인물(에로),한국,성인물(에로),[{'peopleNm': '조태호'}],"[{'companyCd': '20161021', 'companyNm': '(주)영화사가을'}]"
