index,companyCd,companyNm,companyNmEn,companyPartNames,ceoNm,filmoNames
3,20104367,미라지,Mirage,제작사,,"레인맨,아웃 오브 아프리카 ,투씨"
4,20104368,미라지 엔터프라이즈,Mirage Enterprises,제작사,,"더 리더: 책 읽어주는 남자,콰이어트 아메리칸,리플리,랜덤 하트"
5,20104365,미라클 픽쳐스,Miracle Pictures,"제작사,배급사",,
6,20100587,미래영화(주),,제작사,백황기,"도둑과 시인,겜보이 영웅,원+쓰리,동방여신,묘가십이소,챔프의 분노"
7,20103840,미러 필름즈,Mirror Films,"제작사,배급사",,
8,20104370,미리쉬 컴퍼니,Mirisch Company,기타,,
9,20104393,미리어드 픽쳐스,Myriad Pictures,"제작사,배급사",,빙 줄리아
0,20102374,미슐랭 펠리쿨라,MISTULANG PELIKULA,제작사,,
1,20104371,미스비시 커머셜 어페어스,Mitsubishi Commercial Affairs,제작사,,
2,20104389,미스터 무드,Mr. Mudd,"제작사,배급사",,
3,20104390,미스터 브라운 엔터테인먼트,Mr.Brown Entertainment,제작사,,노킹 온 헤븐스 도어
4,20104394,미스터리 클럭 시네마,Mystery Clock Cinema,제작사,,다크시티
5,20103773,미스트럴 필름즈,Mistral Films,제작사,,
6,20104348,미스피어슨 필름 시브이,Meespierson Film CV,제작사,,
7,20104347,미어캣 필름즈,Meercat Films,제작사,,
8,20101154,미코트&바사라,Micott&Basara Inc.,기타,,투엘디케이
9,20104373,미텔데츠필름콘터,Mitteldeutsches Filmkontor,제작사,,
0,20104372,미텔도이처 런드펀크,Mitteldeutscher Rundfunk,"제작사,배급사",,
1,20104073,미토스필름,Mitosfilm,"제작사,배급사",,
2,20104351,미티어 인디펜던트,Meteor Independent,제작사,,
3,20101918,미확인,Zhang Kee-Chul Production,,,
4,20100986,민감영화사,,"제작사,기타",,세상 끝의 향기
5,20100686,민족문제연구소,Institute for Research in Collaborationist Activit,"제작사,기타",김병상,"안녕, 사요나라"
6,20102826,민주화실천가족운동협의회,,제작사,,
7,20104359,밀라그로 필름즈,Milagro Films,제작사,,
8,20102562,밀레니엄 픽쳐스,Millennium Pictures,제작사,,
9,20103885,밀레니엄 필름 오와이,Millenium Film Oy,제작사,,
0,20104361,밀레니엄 필름즈,Millennium Films Inc.,"제작사,배급사",,"익스펜더블,에디슨 시티,나인 라이브스,샤드라크,스위퍼스 ,메이커,탑오브더월드"
1,20101555,밀레니엄필름,Millennium Films ,"제작사,배급사",,"식스틴블럭,테이크다운 "
2,20103230,밀키웨이 이미지,Milkyway Image Ltd.,"제작사,배급사",,"미션,우견아랑 2,암전,더 히어로 "
3,20103858,밈 매디언 앤 텔레비전 문천,Mim Madien & Television Munchen,기타,,
4,20103343,밍 프로덕션,Ming Production,기타,,
5,20102657,바낫씽,Bar Nothing,제작사,,
6,20100409,바다필름,BADA FILM,제작사,김영혜,"낯선 곳, 낯선 시간"
7,20102297,바드엔터테인먼츠,Bard Entertainments,"제작사,배급사",,
8,20104009,바라카씨네프로덕션즈,Barakacine Producciones,"제작사,배급사",,
9,20104023,바라호나르 컴퍼니,Varahonar Company ,제작사,,
0,20104022,바르마 코퍼레이션,Varma Corporation ,"제작사,배급사",,
1,20102055,바바리아필름,Bavaria Film,"제작사,배급사",,"러브 인 아프리카,밴디트,14데이즈,부룩크린으로 가는 마지막 비상구,라이브 캣,특전 유보트,부활"
2,20103811,바바리아필름앤프로덕션즈,Bavaria Filmverleih- und Produktions GmbH,"제작사,배급사",,
3,20101991,바벨스버그필름,Babelsberg Film GmbH,제작사,,
4,20102433,바비부타필름,babibutafilm,제작사,,
5,20103083,바우산필름즈,Bausan Films ,"제작사,배급사",,
6,20103049,바우어마르티네즈스튜디오즈,Bauer Martinez Studios,"제작사,배급사",,
7,20102050,바움가튼머림즈프로덕션즈,Baumgarten Merims Productions,제작사,,
8,20102654,바이디 필름,Vidhi Films ,제작사,,
9,20101819,바이시클픽쳐스,BICYCLE PICTURES,제작사,,
0,20103741,바이오/화이트프로덕션즈,Baio / White Productions,제작사,,
1,20103384,바이오그래프잔스베락,Biograf Jan Sverak,제작사,,
2,20101999,바이올렛 필름 프로덕션,Violett Films Production,제작사,,
3,20102062,바젤레브스프로덕션,Bazelevs Production,제작사,,"롱디,나이트 워치"
4,20102065,바즈마크필름즈,Bazmark Films,제작사,,로미오와 줄리엣
5,20101859,바쿠스필름즈,Bacchus Films ,제작사,,
6,20102299,바하가리프로덕션즈,Bahaghari Productions (BPS),제작사,,
7,20100973,박광수필름,,"제작사,기타",,그 섬에 가고 싶다
8,20100773,박우상필름,,"제작사,기타",,K.K 훼미리 리스트
9,20100102,박필름(주),,"제작사,배급사,수입사,기타",박상인,4월 이야기
0,20102249,반 피블즈 필름,Van Peebles Films ,제작사,,
1,20101953,반다이비쥬얼컴패니,Bandai Visual Company,"제작사,배급사,제공",,"토와노쿠온 : 물거품의 꽃잎,토와노쿠온 III : 몽환의 연좌,토와노쿠온 IV : 홍련의 초심,토와노쿠온 V : 쌍절의 복귀,토와노쿠온 VI : 영원의 구원,아웃레이지,우리 의사 선생님,24 시티,스팀보이,아무도 모른다,미안해,언러브드,키즈 리턴,소나티네"
2,20102028,반데이라엔터테인먼트,Bandeira Entertainment,제작사,,
3,20101106,반두비제작위원회,BANDHOBI Production Committee ,제작사,,
4,20100970,반월필름,,제작사,,칠삭동이의 설중매 
5,20102575,반즈프로덕션즈,Barns Productions,제작사,,
6,20102619,발렌스 필름,Valence Films Inc.,제작사,,
7,20101962,발리안트 돌,Valiant Doll,제작사,,
8,20101387,발진 인터네셔널,ValJean International,기타,,카메론 포스트의 잘못된 교육
9,20103072,발타자르프로덕션즈,Balthazar Productions,제작사,,
0,20102213,발타자르필름,Balthazar Film,제작사,,
1,20101388,발할라 모션 픽쳐스,Valhalla Motion Pictures,제작사,,
2,20102586,밤더시스템유한책임회사,Bomb the System LLC ,제작사,,
3,20103998,밤데드필름,Bamdad Film,"제작사,배급사",,
4,20102198,밥앤파트너스컴패니,Bob and Partners Company Ltd.,"제작사,배급사",,풍운
5,20102197,밥야리프로덕션즈,Bob Yari Productions,"제작사,배급사",,크래쉬
6,20103106,배너엔터테인먼트,Banner Entertainment,"제작사,배급사",,
7,20102096,배드무비즈,Bad Movies,제작사,,
8,20102796,배드보이컬쳐,Bad Boy Culture Ltd,제작사,,
9,20102585,배드애스시네마,Bad Aaas Cinema,제작사,,
0,20103200,배런츠필름,Barentsfilm AS ,제작사,,
1,20103366,배어보드즈프로덕션즈,Bareboards Productions,제작사,,
2,20100772,배용균프로덕션,,제작사,,"검으나 땅에 희나 백성,달마가 동쪽으로 간 까닭은?"
3,20102604,배이어리셔런드펑크,Bayerischer Rundfunk (BR) ,"제작사,배급사,제공",,"불륜의 시간,소피 숄의 마지막 날들,비욘드 사일런스"
4,20100658,배창호프로덕션,,제작사,배창호,"정,러브 스토리,젊은 남자"
5,20102044,배틀그라운드프로덕션즈,Battleground Productions,제작사,,
6,20102040,배틀로얄프로덕션커미트,Battle Royale Production Committ,제작사,,
7,20103479,배틀플랜프로덕션즈,Battleplan Productions,제작사,,
8,20101029,배프로덕션,,제작사,,신 팔도사나이
9,20101559,백록프로덕션,,배급사,,
0,20100757,백성시네마,,제작사,,자정이후
1,20101998,백필름즈,Bac Films,"제작사,배급사",,"거북이도 난다,육체의 악마"
2,20102118,밴더스핑크,BenderSpink,제작사,,
3,20102110,밴드잇필름즈,Bend It Films,제작사,,
4,20103716,밴시,Banshee,제작사,,
5,20102942,밴쿠버 필름 스쿨,Vancouver Film School,"제작사,배급사",,
6,20103573,밸리버나필름즈,Baliverna Films,제작사,,
7,20102010,밸커필름인베스터스,Balcor Film Investors,제작사,,"게릴라 ,브레이드 킬러 "
8,20101389,뱅가드 애니메이션,Vanguard Animation,제작사,,발리언트(애니)
9,20101390,뱅가드 엔터테인먼트,Vanguard Entertainment,"제작사,배급사",,
0,20101391,뱅가드 필름 프로덕션,Vanguard Films Production,제작사,,
1,20103175,뱅거필름즈,Bangor Films,"제작사,배급사",,
2,20102124,버그맨러스티그프로덕션즈,Bergman Lustig Productions,제작사,,
3,20103085,버그프로덕션즈,Bug Productions ,제작사,,
4,20102293,버님-머레이프로덕션즈,Bunim-Murray Productions,"제작사,배급사",,
5,20103994,버들꿈네,,제작사,,
6,20101939,버디필름크리에이티브워크샵,Buddy Film Creative Workshop,제작사,,
7,20103129,버질 위드리치 필름프로덕션,Virgil Widrich Filmproduktion,제작사,,
8,20102004,버첼러파티프로덕션즈,Bachelor Party Productions,제작사,,
9,20101395,버티고 엔터테인먼트,Vertigo Entertainment,제작사,,"에코,인베이젼,다크 워터"
0,20103426,버티고 프로덕션,Vertigo Productions Pty. Ltd.,제작사,,
1,20102672,벅스비필름즈,Bugsby Films,제작사,,
2,20102405,번사이드엔터테인먼트,Burnside Entertainment ,"제작사,배급사",,
3,20100494,범진영화(주),,"제작사,수입사",오일수,"쇼킹아프리카 ,95 캉캉 69,심플리 러브 ,펌프킨 헤드 2 ,브론디 ,베스트 캅 ,4인의 복수 ,마당쇠와 언년이,와일드 엔젤,내사랑 돈환,핵 살인특급 ,씨내리,혈염홍진,우뢰매 7 : 돌아온 우뢰매,카멜레온,후라이드 그린 토마토,어둔 밤 어둔 곳에,신탐격전,살출군영"
4,20102285,벙갈로우78프로덕션즈,Bungalow 78 Productions,제작사,,패치 아담스
5,20103007,베가 필름,Vega Film ,배급사,,폴라X 
6,20103299,베네세파코포치,Benece Paco Poch,제작사,,
7,20103676,베니거,Behnegar,제작사,,
8,20102093,베드램픽쳐스,Bedlam Pictures,제작사,,
9,20102087,베드포드폴스프로덕션즈,Bedford Falls Productions,제작사,,"셰익스피어 인 러브,가을의 전설 "
0,20101397,베리머치소 프로덕션,VeryMuchSo Production,제작사,,
1,20103437,베베필름즈,BeBe Films Inc,제작사,,
2,20102127,베사메무쵸픽쳐스,Besame Mucho Pictures,제작사,,
3,20102341,베쉬켐피르필름즈,Beshkempir Films,제작사,,
4,20103611,베스터포트,Vesturport,제작사,,
5,20102132,베스트픽쳐쇼컴패니,Best Picture Show Company,제작사,,
6,20102034,베이직픽쳐스,Basic Pictures,제작사,,데이지
7,20103278,베이징구오송프로덕션,Beijing Guo Song Production Co. ,제작사,,
8,20102919,베이징로사트필름앤티브이프로덕션,Beijing Rosat Film & TV Production Co. Ltd,제작사,,
9,20103337,베이징유스스튜디오,Beijing Youth Studio,제작사,,
0,20103253,베이징이스트어스컬쳐럴디벨로프먼트,Beijing East Earth Cultural Development Co.,,,
1,20101812,베이징존보미디어,Beijing Zonbo Media Co. Ltd.,,,
2,20103223,베이징징글컬쳐디벨로프먼트컴패니,Beijing Jingle Culture Development Company Ltd.,,,
3,20103850,베이징탑타임즈티브이앤필름즈인베스트먼트,Beijing Toptimes TV& Films investment Co.Ltd,제작사,,
4,20102827,베이징포비든시티필름,Beijing Forbidden City Film ,제작사,,
5,20102975,베이징필름아카데미,Beijing Film Academy,"제작사,제공",,귀주 이야기 
6,20101392,베이트 헬머 프로덕션,Veit Helmer Filmproduktion [de],제작사,,
7,20102899,베커엔터테인먼트,Becker Entertainment,"제작사,배급사",,
8,20102961,베크필름,Bech Film,제작사,,
9,20103959,베터세이프프로덕션즈,Better Safe Productions Inc.,제작사,,
0,20102948,베트남 피쳐 필름 스튜디오,Vietnam Feature Film Studio,제작사,,
1,20103724,벡-테로엔터테인먼트,BEC-TERO Entertainment,제작사,,
2,20103702,벤츠필름그룹,Benzfilm Group,제작사,,
3,20101394,벤타나로사 프로덕션,Ventanarosa Productions,제작사,,
4,20103891,벨라필름,Belafilm,"제작사,배급사",,
5,20101830,벨루가필름,Beluga Film AB,제작사,,
6,20100814,벨벳 옥토퍼스,VELVET OCTOPUS,,,파이스토리
7,20104296,벨벳 클럽 프로덕션,"Velvet Club Productions, Inc.",제작사,,비상탈출 
8,20102107,벨에어엔터테인먼트,Bel Air Entertainment,제작사,,"즐거운 경찰,리플레이스먼트,병속에 담긴 편지"
9,20100615,벨진인터내셔널,,"배급사,수입사",김정욱,"사이즈의 문제,하트브레이크 호텔"
0,20103520,벨츠버그필름즈,Belzberg Films,제작사,,
1,20102877,벨패스트,Belfast Inc.,제작사,,
2,20103242,보갈라콘픽쳐스,Bogalakon Pictures,제작사,,
3,20102201,보나피데프로덕션즈,Bona Fide Productions,제작사,,스위치
4,20103119,보노보코,Bonobo Co,"제작사,배급사",,
5,20102282,보니 본 헬몰트 필름,Vonnie Von Helmolt Film,제작사,,
6,20102325,보드스캐넌에이린,Bord Scannan na hEireann,"제작사,배급사,제공",,블러디 선데이
7,20101563,보라소프트랜드,,배급사,,
8,20102846,보스브라더스필름앤티브이프로덕션즈,Bos Bros. Film & TV Productions,"제작사,배급사",,
9,20100688,보스톤미디어,,제작사,,
0,20103081,보야나필름,Boyana Film,"제작사,배급사",,
1,20102936,보영영화사,,제작사,,
2,20102717,보울레인오바이른프로덕션,Boulane O'Byrne Production,"제작사,배급사",,
3,20102365,보지에,Bozie,제작사,,
4,20103874,보카보카프로덕션즈,Boca Boca Producciones S.L.,제작사,,"보카보카,아프리카 "
5,20103286,보코모티브드기어앤올슨에이비,Bokomotiv De Geer & Olsson AB ,제작사,,
6,20102704,보쿠필름즈,Boku Films PTE Ltd.,제작사,,
7,20102103,보헤미안프로덕션즈,Bohemian Productions,제작사,,"라스트 라이프, 라스트 러브 "
8,20101565,복스3 필름,Vox3 Films ,"제작사,배급사",,두 번째 사랑
9,20102203,복싱캣필름즈,Boxing Cat Films,"제작사,배급사",,
0,20103374,본 피그렛 시스터즈,Von Piglet Sisters,제작사,,
1,20103368,본야드엔터테인먼트,Boneyard Entertainment,제작사,,
2,20102329,볼키노베테일리겅스,Boll Kino Beteiligungs GmbH & Co. KG,"제작사,배급사",,
3,20103399,볼티모어스프링크릭프로덕션즈,Baltimore Spring Creek Productions,제작사,,애널라이즈 디스
4,20102017,볼티모어픽쳐스,Baltimore Pictures,제작사,,"애널라이즈 디스,스피어 ,왝 더 독 ,도니 브래스코 ,퀴즈 쇼 ,스나이퍼"
5,20103418,부다페스트필름즈튜디오,Budapest Filmstudio,제작사,,
6,20102367,부세할버슈미트,Busse Halberschmidt Gbr,제작사,,
7,20104038,부쉬엔터테인먼트코퍼레이션,Busch Entertainment Corporation ,제작사,,
8,20103515,북필름,Buc-Film,제작사,,
9,20103641,불불필름,Bulbul Film,제작사,,
0,20101405,불칸 프로덕션,Vulcan Productions,제작사,,더 블루스-소울 오브 맨
1,20103879,붐스무비프로덕션,Booms Movie Production Ltd.,제작사,,
2,20103633,붐타운미디어,Boomtown Media GmbH &CoKG,제작사,,
3,20101987,붓다뎁다굽타프로덕션즈,Buddhadeb Dagupta Productions,제작사,,
4,20101393,브나비스타 인터네셔널,Venavista international,기타,,
5,20102857,브라운백필름즈,Brown Bag Films,"제작사,배급사",,
6,20102018,브라운썸머필름,,제작사,,
7,20103513,브라운엔터테인먼트그룹,Braun Entertainment Group ,제작사,,
8,20102268,브라이나프로덕션즈,Bryna Productions,제작사,,스팔타카스
9,20102377,브라이스페드로레티,Brice Pedroletti,,,
0,20103669,브라이언월드프로덕션즈유한책임회사,Bryan World Productions LLC,"제작사,배급사",,
1,20102227,브라이트라이트픽쳐스,Brightlight Pictures Inc,"제작사,배급사",,화이트 노이즈
2,20102357,브라질텔레콤,Brazil Telecom,제작사,,
3,20102206,브래드그레이픽쳐스,Brad Grey Pictures,제작사,,무서운 영화 3
4,20102209,브래드자이온즈필름즈,Brad Zions Films,제작사,,
5,20102216,브랜디와인프로덕션즈,Brandywine Productions Ltd.,제작사,,에이리언 2 
6,20102220,브랜트앨런,Brant-Allen [us],제작사,,
7,20102260,브로드웨이비디오,Broadway Video,"제작사,배급사",,
8,20102506,브로드캐스팅에이전시,Broadcasting Agency,제작사,,
9,20103779,브룩스필름즈,Brooksfilms,"제작사,배급사",,"못말리는 드라큐라 ,더플라이 2,플라이"
0,20103966,브리드,Breath ,제작사,,
1,20102235,브리스톨베이프로덕션즈,Bristol Bay Productions,제작사,,"사하라,레이"
2,20103961,브리티쉬라이온필름코퍼레이션,British Lion Film Corporation ,"제작사,배급사",,"나이트 워치 ,핵 살인특급 "
3,20103363,브리티쉬브로드캐스팅코퍼레이션,British Broadcasting Corporation (BBC),"제작사,배급사",,"바이러스,심플 플랜,블랙독 ,미세스 브라운 ,레릭 ,쥬드 ,프리스트 ,랜드 앤 프리덤 ,심판"
4,20102246,브리티쉬스크린,British Screen,"제작사,배급사,제공",,"미라클 메이커,라이트하우스 ,아기자기파파 ,비포 더 레인 ,올란도 ,위험한 파티"
5,20102242,브리티쉬인터내셔널픽쳐스,British International Pictures,"제작사,배급사",,
6,20103089,브리티쉬컬럼비아필름,British Columbia Film,제작사,,더블 해피니스 
7,20102238,브리티쉬필름카운실,British Film Council,"제작사,배급사,제공",,"베니스의 상인,처칠,실비아,인 디스 월드"
8,20103060,브릴리언트아이디어그룹,Brilliant Idea Group (BIG),제작사,,
9,20102231,브릴스테인그레이엔터테인먼트,Brillstein-Grey Entertainment,"제작사,홍보사",,
0,20103062,브림스톤엔터테인먼트유한책임회사,Brimstone Entertainment LLC ,"제작사,배급사",,
1,20102345,브릿지+터널,Bridge + Tunnel,제작사,,
2,20104053,브릿지노스필름즈,Bridgnorth Films,"제작사,배급사",,
3,20103458,브링크필름즈,Brink Films,"제작사,배급사",,
4,20101566,브에나비스타,,기타,,"스위트 알라바마,빅트러블,루키,레인 오브 파이어,드래곤 플라이,드레곤 플라이,아이 엠 샘,로얄 테넌바움,몬스터 주식회사,프린세스 다이어리,아틀란티스 : 잃어버린 제국,크레이지/뷰티풀,리멤버 타이탄,토이 스토리 2,엔드 오브 데이즈,식스 센스,사이먼 버치 ,코만도 해밀턴,워터보이"
5,20102274,브에나비스타인터내셔널,Buena Vista International,"제작사,배급사",,"붉은 돼지,무간도2 - 혼돈의 시대 ,씨비스킷"
6,20102000,브에나비스타인터내셔널텔레비전,Buena Vista International Television,"제작사,배급사",,
7,20102280,브에나비스타픽쳐스,Buena Vista Pictures,"제작사,배급사",,"102 달마시안,13번째 전사,귀여운 여인,죽은 시인의 사회,에스포춘,스테이크 아웃"
8,20102579,브에나비스타홈엔터테인먼트,Buena Vista Home Entertainment (BVHE) ,"제작사,배급사",,
9,20102722,브이 탈랜트 필름 앤 비디오,V-Talent Film & Video,기타,,
0,20101826,브이&알 플래닝,V & R Planning,"제작사,배급사",,
1,20101385,브이씨엘 커뮤니케이션,VCL Communications GmbH,배급사,,
2,20101386,브이오엑스 3 필름,VOX 3 Films,제작사,,
3,20102175,블라인딩엣지픽쳐스,Blinding Edge Pictures,제작사,,
4,20101817,블랙마리아,Blackmaria,"제작사,배급사",,
5,20102664,블랙마이어인더스트리즈,Blackmire Industries,제작사,,
6,20103270,블랙스카이엔터테인먼트,Black Sky Entertainment ,제작사,,
7,20102165,블랙앤블러엔터테인먼트,Black and Blu Entertainment,제작사,,
8,20104030,블랙앤화이트 ,Black and White,제작사,,
9,20103124,블랙앤화이트프로덕션즈,Black & White Productions,제작사,,
0,20103404,블랙엔터테인먼트텔레비전,Black Entertainment Television (BET),"제작사,배급사",,
1,20102011,블랭크페이지프로덕션즈,Blank Page Productions,제작사,,
2,20102750,블럭투디스트리뷰션,Block 2 Distribution Limited,제작사,,
3,20102714,블럼이스라엘프로덕션즈,Blum Israel Productions,제작사,,
4,20103057,블로우업픽쳐스,Blow Up Pictures,"제작사,배급사",,
5,20102348,블루라이더픽쳐스,Blue Rider Pictures ,"제작사,배급사,제공",,공포의 데몬스 2
6,20103476,블루마크프로덕션즈,Bluemark Productions,제작사,,
7,20103291,블루매직픽쳐스,Blue Magic Pictures,제작사,,
8,20103909,블루무스필름즈,Blue Moose Films,제작사,,
9,20100425,블루버스 픽쳐스,BlueBus Pictures,제작사,정인봉 ,기다리다 미쳐
0,20101570,블루스카이스튜디오,Blue Sky Studios ,제작사,,"페르디난드,아이스 에이지 3: 공룡시대,아이스 에이지 2,로봇(애니)"
1,20102182,블루스카이스튜디오스,Blue Sky Studios,제작사,,
2,20103454,블루스카이에이비,Blue Sky AB,제작사,,
3,20103016,블루스트릭필름즈,Blue Streak Films ,제작사,,경찰서를 털어라 
4,20103398,블루아이즈프로덕션즈,Blueeyes Productions,"제작사,배급사",,
5,20103163,블루언더그라운드,Blue Underground,"제작사,배급사",,
6,20101871,블루터틀,Blue Turtle ,제작사,,
7,20102196,블루튤립,Blue Tulip,제작사,,
8,20102190,블루트레인프로덕션즈,Blue Train Productions,제작사,,
9,20102699,블리스픽쳐스,Bliss Pictures Limited,제작사,,맥덜
0,20102241,비겔/메일러필름즈,Bigel / Mailer Films,제작사,,
1,20100883,비공일프로젝트애니메이션,B01 Project Animation ,"제작사,기타",,
2,20103973,비디오 플래닝,Video Planning,"제작사,배급사",,
3,20103491,비디오필름,VideoFlims,제작사,,중앙역
4,20102861,비레그프로덕션즈,Bereg Productions,"제작사,배급사",,
5,20103666,비로드프로덕션즈,B. Lord Productions,제작사,,
6,20102424,비바 필름,Viva Films,"제작사,배급사",,
7,20102136,비버리디트로이트,Beverly Detroit,제작사,,
8,20102084,비버프로덕션즈,Beaver Productions,제작사,,
9,20101803,비보필름즈,Bibo Films,제작사,,
0,20103443,비브이인터내셔널픽쳐스,BV International Pictures,"제작사,배급사",,
1,20103699,비비씨내츄럴히스토리,BBC Natural History,제작사,,
2,20101934,비비씨필름즈,BBC Films,"제작사,배급사,제공",,"언 애듀케이션,이지 버츄,스쿠프,매치 포인트,마더,실비아,인 디스 월드,미라클 메이커,갓 앤 몬스터"
3,20100953,비손텍,,"제작사,기타",,표류일기
4,20103798,비수-엘,Visu-L,"제작사,배급사",,
5,20101986,비스카이비,BSkyB,"제작사,배급사",,
6,20102128,비씨필름즈,B.C. Films,제작사,,
7,20101398,비아 디지털,Via Digital,제작사,,리애니메이터: 좀비오 3
8,20101971,비아이엠,BIM,"제작사,배급사",,
9,20101399,비아콤 프로덕션,Viacom Productions Inc.,"제작사,배급사",,칼리포니아 
0,20102816,비앙카필름즈,Bianca Films,"제작사,배급사",,
1,20102698,비앤더블유필름즈,B&W Films Inc.,제작사,,
2,20102931,비앤에스크리에이션웍스하우스,B&S Creation Works House,제작사,,
3,20103883,비에스-아이 케이케이,BS-i K.K. ,"제작사,배급사",,
4,20101949,비에이프로덕션,B.A. Produktion,제작사,,
5,20103298,비엔티,BNT,"제작사,배급사",,
6,20100698,비엠,BM,배급사,,써클
7,20102288,비엠지펀하우스,BMG Funhouse,"제작사,배급사",,
8,20103560,비엣남 피쳐 필름 아이,Vietnam Feature Film I,기타,,
9,20102184,비엣남 피쳐 필름 에이전시,Vietnam Feature Film Agency,기타,,
0,20103667,비오비앤파트너즈,B.O.B. and Partners,"제작사,배급사",,"천왕지왕 2000,주성치의 가유희사 97"
1,20102041,비오에스디필름즈유한책임회사,BoSD Films LLC,제작사,,
2,20100998,비유엠영화,,제작사,,"개그특공대 로봇트윈스,불꽃 슛 통키,영구와 흡혈귀 드라큐라,삼중성,우주의 용사 반달가면"
3,20101881,비젼 필름 컴퍼니,Vision Film Company,기타,,
4,20100147,비주얼베이(주),,"배급사,수입사",홍명욱,하치 이야기
5,20103323,비쥬비스워나스필름앤씨비즈웍스테이션,Biju Viswanath Film Ltd. & Cbizz Work Station PVT ,,,
6,20100872,비쥬얼 컬쳐럴 그룹 지타,visual cultural group zitta,,,"3xFTM,킵 워킹,오버 더 레즈보우"
7,20102907,비지비,Bizibi,"제작사,배급사",,
8,20102690,비지비프로덕션즈,Busy Bee Productions,제작사,,
9,20101975,비케이시네마,BK cinema,제작사,,비디오를 보는 남자
0,20100080,비케이시네마(주),,"제작사,기타",이석기,
1,20102362,비코우즈엔터테인먼트,Because Entertainment,제작사,,
2,20102072,비콘커뮤니케이션즈,Beacon Communications,제작사,,"패밀리맨,브링잇온,엔드 오브 데이즈,에어 포스 원,로드 투 웰빌"
3,20102079,비콘픽쳐스,Beacon Pictures,제작사,,"가디언,파이어월,우리, 사랑일까요?,래더 49,레이징 헬렌"
4,20103900,비터스엔드,Bitters End,"제작사,배급사,투자조합",,"나를 둘러싼 것들,쉐이디 글로브"
5,20104026,비터필름즈,Bitter Films,제작사,,
6,20100671,비테크놀로지,,"수입사,기타",,하트 브레이커스
7,20102682,비포지티브미디어그룹,Be-Positive Media Group,제작사,,
8,20103133,빅노이즈필름즈,Big Noise Films,제작사,,
9,20104076,빅대디비어것츠,Big Daddy Beer Guts,제작사,,
0,20102144,빅비치필름즈,Big Beach Films,제작사,,"어웨이 위 고,미스 리틀 선샤인"
1,20101572,빅스,,기타,,
2,20101979,빅월드시네마,Big World Cinema,"제작사,배급사",,
3,20103934,빅웨스트,Big West ,제작사,,
4,20102302,빅토리어스 필름,Victorious Films,제작사,,
5,20102153,빅투머로우프로덕션즈,Big Tomorrow Productions,제작사,,
6,20102148,빅티켓프로덕션즈,Big Ticket Productions,제작사,,
7,20102693,빅패티프로덕션즈,Big Phatty Productions ,제작사,,
8,20101122,빅풋필름,Big Foot Film ,제작사,,반드시 크게 들을 것
9,20103152,빅픽쳐미디어코퍼레이션,Big Picture Media Corporation,제작사,,
0,20103511,빅헤드프로덕션즈,Big Head Productions,제작사,,
1,20103468,빈드위드사운드비젼,Bindweed Soundvision,제작사,,
2,20101404,빈일 필름,Vinyl Films,제작사,,
3,20101403,빌리얼파 필름프로덕션,Villealfa Filmproduction Oy [fi],제작사,,
4,20101400,빌리지 로드쇼 엔터테인먼트,Village Roadshow Entertainment,배급사,,
5,20101402,빌리지 로드쇼 프로덕션,Village Roadshow Productions,,,"브레이브 원,애널라이즈 디스,매트릭스 ,파라다이스로드,블렛"
6,20103406,빌플림톤스튜디오스,Bill Plympton Studios,제작사,,
7,20103836,사가 프로덕션,SAGA Production,기타,,
8,20101221,사기타르 필름,Sagittaire Films,"제작사,배급사",,
9,20102189,사라사비 시네루,Sarasavi Cineru,기타,,
0,20103894,사랑하는사람들,,제작사,,
1,20101226,사무엘 골드윈 컴퍼니,Samuel Goldwyn Company,"제작사,배급사",,"미스터 원더풀 ,니키타,스텔라,미스틱 피자,죽는자를 위한 기도,아가씨와 건달들 ,구원의 성좌,우리 생애 최고의 해,허리케인"
2,20102952,사무엘 골드윈 필름,Samuel Goldwyn Films,배급사,,"믿음의 승부,사기꾼들"
3,20101224,사미토즈 프로덕션,Samitose Productions,제작사,,
4,20101219,사반 엔터테인먼트,Saban Entertainment Inc.,기타,,"더블 헌터 ,살인추적,천국으로의 왕복여행"
5,20101273,사우스 오스트라리안 필름 코퍼레이션,South Australian Film Corporation,기타,,
6,20102191,사이런스 브로큰 파운데이션,Silence Broken Foundation,기타,,
7,20102798,사이버플록 스튜지오,Cyberploc Studio,제작사,,
8,20102612,사이버플릭스,Cyberflics,제작사,,
9,20101254,사이블링 프로덕션,Sibling Productions,제작사,,
0,20103598,사투 지투,Satu Gitu,제작사,,
1,20103572,사티야짓 레이 필름 아카이브,Satyajit Ray film Archive,기타,,
2,20101977,사하라 필름,Sahara Films ,,,
3,20104100,사하몽콜 필름 인터내셔널,"Sahamongkol film International Co., LTD. ","제작사,배급사",,옹박 - 무에타이의 후예
4,20103506,사하몽콜필름 ,Sahamongkolfilm Co,배급사,,옹박 : 두번째 미션
5,20101295,산달 프로덕션,Sundale Productions Inc.,제작사,,
6,20102897,산동 필름 스튜디오,Shandong Film Studio,제작사,,
7,20102353,산타미라 프로듀지오니,Santamira Produzioni,제작사,,
8,20100135,산하프로덕션(주),Sanha Film,,,
9,20101223,살루드 프로덕션,Salud Productions,제작사,,
0,20101907,살토필름,JIFFEST / SALTO FILMS,제작사,,
1,20102205,삼도,,,,"허니문 아카데미,살수특급"
