,movie,score,audience,score_edited,aud_edited,avg score,avg aud
316,['밀양'],['8.90'],['160만명'],[8.9],[1600000.0],8.9,1600000.0
317,['존 윅: 특별판'],['missing data'],['missing data'],0,0,0.0,0.0
318,['더 리틀 아워즈'],['missing data'],['missing data'],0,0,0.0,0.0
319,['극장판 프리크리 : 프로그레시브'],['missing data'],['missing data'],0,0,0.0,0.0
320,['택시운전사'],['9.28'],"['1,218만명']",[9.28],[12180000.0],9.28,12180000.0
321,['호프'],['missing data'],['missing data'],0,0,0.0,0.0
322,['내 인생의 마지막 변화구'],['8.33'],['3만명'],[8.33],[30000.0],8.33,30000.0
323,['명탐정 코난: 감청의 권'],['7.13'],['21만명'],[7.13],[210000.0],7.13,210000.0
324,['역린'],['7.43'],['384만명'],[7.43],[3840000.0],7.43,3840000.0
325,['캐롤'],['8.70'],['35만명'],[8.7],[350000.0],8.7,350000.0
326,['두 남자'],['7.95'],['6만명'],[7.95],[60000.0],7.95,60000.0
327,['제 5침공'],['6.46'],['13만명'],[6.46],[130000.0],6.46,130000.0
328,[],0,0,0,0,0.0,0.0
329,[],0,0,0,0,0.0,0.0
330,['나의 PS 파트너'],['8.26'],['183만명'],[8.26],[1830000.0],8.26,1830000.0
331,['극장판 요괴워치: 염라대왕과 5개의 이야기다냥!'],['8.42'],['33만명'],[8.42],[330000.0],8.42,330000.0
332,['쁘떼뜨'],['9.08'],"['4,284명']",[9.08],[4284.0],9.08,4284.0
333,['설리: 허드슨강의 기적'],['8.92'],['62만명'],[8.92],[620000.0],8.92,620000.0
334,['젠틀맨'],['6.65'],['22만명'],[6.65],[220000.0],6.65,220000.0
335,['터닝메카드W: 블랙미러의 부활'],['8.86'],['43만명'],[8.86],[430000.0],8.86,430000.0
336,['작은 소망'],['7.76'],"['8,053명']",[7.76],[8053.0],7.76,8053.0
337,"['마다가스카3 : 이번엔 서커스다!', '토마스와 친구들: 블루마운틴 미스터리']","['9.02', '8.57']","['163만명', '1.2만명']","[9.02, 8.57]","[1630000.0, 12000.0]",8.795,821000.0
338,['최후의 Z'],['6.12'],"['3,449명']",[6.12],[3449.0],6.12,3449.0
339,['세이프'],['missing data'],['missing data'],0,0,0.0,0.0
340,['나비효과'],['missing data'],['missing data'],0,0,0.0,0.0
341,['왕의 남자'],['9.04'],"['1,051만명']",[9.04],[10510000.0],9.04,10510000.0
342,['윈드랜드'],['7.85'],['2.4만명'],[7.85],[24000.0],7.85,24000.0
343,['터키쉬 아이스크림'],['6.38'],['7명'],[6.38],[7.0],6.38,7.0
344,['한산: 용의 출현'],['8.54'],['726만명'],[8.54],[7260000.0],8.54,7260000.0
345,['강철비2: 정상회담'],['7.91'],['181만명'],[7.91],[1810000.0],7.91,1810000.0
346,['극장판 미니특공대: 공룡왕 디노'],['6.67'],['7.9만명'],[6.67],[79000.0],6.67,79000.0
347,"['빅 히어로', '라야와 마지막 드래곤']","['9.28', '9.42']","['280만명', '32만명']","[9.28, 9.42]","[2800000.0, 320000.0]",9.35,1560000.0
348,[],0,0,0,0,0.0,0.0
349,['그린 인페르노'],['missing data'],['missing data'],0,0,0.0,0.0
350,['툴리'],['missing data'],['missing data'],0,0,0.0,0.0
351,['먹고 기도하고 사랑하라'],['6.67'],['50만명'],[6.67],[500000.0],6.67,500000.0
352,['사랑이 눈뜰 때'],['8.31'],"['2,695명']",[8.31],[2695.0],8.31,2695.0
353,['가디언즈 오브 갤럭시 VOL. 2'],['9.05'],['273만명'],[9.05],[2730000.0],9.05,2730000.0
354,['장화신은 고양이: 끝내주는 모험'],['8.41'],['83만명'],[8.41],[830000.0],8.41,830000.0
355,['좀비'],['missing data'],['missing data'],0,0,0.0,0.0
356,['어떤 약속'],['missing data'],['missing data'],0,0,0.0,0.0
357,['극장판 엉덩이 탐정: 화려한 사건 수첩'],['5.71'],['14만명'],[5.71],[140000.0],5.71,140000.0
358,['극장판 레이디버그: 미라클스톤의 비밀'],['8.96'],['3.4만명'],[8.96],[34000.0],8.96,34000.0
359,['극장판 뽀잉: 슈퍼 변신의 비밀'],['8.36'],['4.1만명'],[8.36],[41000.0],8.36,41000.0
360,['모탈: 레전드 오브 토르'],['5.84'],['808명'],[5.84],[808.0],5.84,808.0
361,['더 길티'],['7.79'],['missing data'],[7.79],0,7.79,0.0
362,['라스트 레터'],['8.35'],['1.2만명'],[8.35],[12000.0],8.35,12000.0
363,['더블패티'],['9.16'],['1.5만명'],[9.16],[15000.0],9.16,15000.0
364,['로맨틱 레시피'],['missing data'],['missing data'],0,0,0.0,0.0
365,['최후의 인류'],['missing data'],['missing data'],0,0,0.0,0.0
366,[],0,0,0,0,0.0,0.0
367,[],0,0,0,0,0.0,0.0
368,['모어 댄 블루'],['7.92'],['2.7만명'],[7.92],[27000.0],7.92,27000.0
369,['모나리자 스마일'],['8.03'],['missing data'],[8.03],0,8.03,0.0
370,['크림슨 피크'],['7.41'],['4.6만명'],[7.41],[46000.0],7.41,46000.0
371,['언노운 걸'],['8.17'],['2.5만명'],[8.17],[25000.0],8.17,25000.0
372,['킥 애스 2 : 겁없는 녀석들'],['8.16'],['1.2만명'],[8.16],[12000.0],8.16,12000.0
373,['프린세스 아야'],['7.09'],['2만명'],[7.09],[20000.0],7.09,20000.0
374,['서울괴담'],['5.49'],['11만명'],[5.49],[110000.0],5.49,110000.0
375,"['극장판 포켓몬스터 너로 정했다!', '루돌프와 많이있어']","['8.91', '8.73']","['50만명', '21만명']","[8.91, 8.73]","[500000.0, 210000.0]",8.82,355000.0
376,['공조'],['7.94'],['698만명'],[7.94],[6980000.0],7.94,6980000.0
377,['프렌즈: 둥지탈출'],['8.85'],['1.7만명'],[8.85],[17000.0],8.85,17000.0
378,['더 포스트'],['8.80'],['14만명'],[8.8],[140000.0],8.8,140000.0
379,['헤이팅 게임'],['missing data'],['missing data'],0,0,0.0,0.0
380,['크루즈 패밀리'],['9.35'],['23만명'],[9.35],[230000.0],9.35,230000.0
381,['뽀로로 극장판 컴퓨터 왕국 대모험'],['8.82'],['44만명'],[8.82],[440000.0],8.82,440000.0
382,['마이 리틀 자이언트'],['8.03'],['12만명'],[8.03],[120000.0],8.03,120000.0
383,['덩케르크'],['8.61'],['281만명'],[8.61],[2810000.0],8.61,2810000.0
384,['블랙핑크 더 무비'],['9.22'],['1.5만명'],[9.22],[15000.0],9.22,15000.0
385,['2016 대단한단편영화제-개막식+개막작'],['missing data'],['missing data'],0,0,0.0,0.0
386,['최악의 하루'],['8.49'],['8.1만명'],[8.49],[81000.0],8.49,81000.0
387,['낯선 자들의 땅'],['missing data'],['missing data'],0,0,0.0,0.0
388,['에로스'],['missing data'],['missing data'],0,0,0.0,0.0
389,['토이 가디언즈'],['7.15'],['1.4만명'],[7.15],[14000.0],7.15,14000.0
390,['허삼관'],['7.61'],['95만명'],[7.61],[950000.0],7.61,950000.0
391,['칠드런 액트'],['9.05'],['2.5만명'],[9.05],[25000.0],9.05,25000.0
392,['심연'],['missing data'],['missing data'],0,0,0.0,0.0
393,['와일드 로즈'],['missing data'],['missing data'],0,0,0.0,0.0
394,['토리코 : 출발! 구르메 어드벤처!!'],['missing data'],['missing data'],0,0,0.0,0.0
395,['이터널스'],['6.43'],['305만명'],[6.43],[3050000.0],6.43,3050000.0
396,['스니치'],['8.41'],['4.1만명'],[8.41],[41000.0],8.41,41000.0
397,['헤이트풀8'],['missing data'],['missing data'],0,0,0.0,0.0
398,['로건'],['missing data'],['missing data'],0,0,0.0,0.0
399,['감기'],['6.92'],['311만명'],[6.92],[3110000.0],6.92,3110000.0
400,['헌터 킬러'],['9.00'],['5.7만명'],[9.0],[57000.0],9.0,57000.0
401,"['좋아해, 너를']",['8.67'],['3.1만명'],[8.67],[31000.0],8.67,31000.0
402,['드래곤 길들이기 2'],['8.80'],['299만명'],[8.8],[2990000.0],8.8,2990000.0
403,"['극장판 포켓몬스터: 정글의 아이, 코코']",['9.08'],['21만명'],[9.08],[210000.0],9.08,210000.0
404,['스파이'],['8.82'],['231만명'],[8.82],[2310000.0],8.82,2310000.0
405,['라스트베가스'],['8.65'],['17만명'],[8.65],[170000.0],8.65,170000.0
406,['제10회 미쟝센 단편영화제-개막식'],['missing data'],['missing data'],0,0,0.0,0.0
407,['하이큐!! 콘셉트의 싸움'],['9.51'],['2.6만명'],[9.51],[26000.0],9.51,26000.0
408,['데스가즘'],['missing data'],['missing data'],0,0,0.0,0.0
409,['피넛 버터 팔콘'],['8.82'],"['6,144명']",[8.82],[6144.0],8.82,6144.0
410,['로망'],['missing data'],['missing data'],0,0,0.0,0.0
411,"['부라더', '정직한 후보']","['7.83', '6.94']","['149만명', '89만명']","[7.83, 6.94]","[1490000.0, 890000.0]",7.385,1190000.0
412,['아이 엠 우먼'],['7.69'],['2.2만명'],[7.69],[22000.0],7.69,22000.0
413,['센츄리온'],['7.07'],['7.2만명'],[7.07],[72000.0],7.07,72000.0
414,[],0,0,0,0,0.0,0.0
415,"['뽀로로 극장판 보물섬 대모험', '뽀로로 극장판 공룡섬 대모험']","['9.36', '9.22']","['76만명', '82만명']","[9.36, 9.22]","[760000.0, 820000.0]",9.29,790000.0
416,['유령'],['7.29'],['수상내역보기'],[7.29],0,7.29,0.0
417,['커터'],['6.41'],['1.9만명'],[6.41],[19000.0],6.41,19000.0
418,['태일이'],['8.46'],['12만명'],[8.46],[120000.0],8.46,120000.0
419,['킹덤 오브 헤븐: 디렉터스 컷'],['missing data'],['missing data'],0,0,0.0,0.0
420,[],0,0,0,0,0.0,0.0
421,['스왈로 탐험대와 아마존 해적'],['missing data'],['missing data'],0,0,0.0,0.0
422,"['퍼스트 어벤져', '베일리 어게인']","['7.81', '9.42']","['51만명', '9.4만명']","[7.81, 9.42]","[510000.0, 94000.0]",8.615,302000.0
423,['투 아이즈'],['6.62'],"['8,460명']",[6.62],[8460.0],6.62,8460.0
424,[],0,0,0,0,0.0,0.0
425,['퍼니셔'],['6.87'],['missing data'],[6.87],0,6.87,0.0
426,['봄날의 약속'],['missing data'],['missing data'],0,0,0.0,0.0
427,['숲속으로'],['5.49'],['34만명'],[5.49],[340000.0],5.49,340000.0
428,['총알탄 사나이'],['8.38'],['missing data'],[8.38],0,8.38,0.0
429,['남자가 사랑할 때'],['8.48'],['198만명'],[8.48],[1980000.0],8.48,1980000.0
430,['아기곰 보보 구출 대작전'],['7.54'],['1.6만명'],[7.54],[16000.0],7.54,16000.0
431,['23℃'],['missing data'],['missing data'],0,0,0.0,0.0
432,['라이브 TV'],['missing data'],['missing data'],0,0,0.0,0.0
433,['바바둑'],['수상내역보기'],['missing data'],[0],0,0.0,0.0
434,['캐빈 인 더 우즈'],['7.02'],['22만명'],[7.02],[220000.0],7.02,220000.0
435,['안녕자두야 서유기 : 어쩌다 영웅'],['missing data'],['missing data'],0,0,0.0,0.0
436,['번개맨과 신비의 섬'],['9.42'],['6만명'],[9.42],[60000.0],9.42,60000.0
437,['고양이 집사'],['9.32'],"['2,999명']",[9.32],[2999.0],9.32,2999.0
438,[],0,0,0,0,0.0,0.0
439,['36.5℃'],['missing data'],['missing data'],0,0,0.0,0.0
440,['해피 데스데이 2 유'],['8.27'],['41만명'],[8.27],[410000.0],8.27,410000.0
441,['킬링시즌'],['6.84'],"['9,240명']",[6.84],[9240.0],6.84,9240.0
442,['아내를 죽였다'],['7.48'],['9.8만명'],[7.48],[98000.0],7.48,98000.0
443,['마음이 외치고 싶어해'],['7.21'],"['6,043명']",[7.21],[6043.0],7.21,6043.0
444,['프리! 더 파이널 스트로크 전편'],['9.17'],['1.3만명'],[9.17],[13000.0],9.17,13000.0
445,['리빙보이 인 뉴욕'],['8.14'],['3.2만명'],[8.14],[32000.0],8.14,32000.0
446,['크로스보'],['missing data'],['missing data'],0,0,0.0,0.0
447,[],0,0,0,0,0.0,0.0
448,['더 웨이브'],['7.70'],['1.6만명'],[7.7],[16000.0],7.7,16000.0
449,[],0,0,0,0,0.0,0.0
450,[],0,0,0,0,0.0,0.0
451,['삭제하시겠습니까?'],['missing data'],['missing data'],0,0,0.0,0.0
452,['블루'],['9.02'],['missing data'],[9.02],0,9.02,0.0
453,['리플레이'],['missing data'],['missing data'],0,0,0.0,0.0
454,['2046'],['8.14'],['수상내역보기'],[8.14],0,8.14,0.0
455,['살인자의 기억법'],['8.17'],['265만명'],[8.17],[2650000.0],8.17,2650000.0
456,['악질경찰'],['6.72'],"['1,979명']",[6.72],[1979.0],6.72,1979.0
457,['다만 악에서 구하소서 파이널컷'],['7.68'],['3.7만명'],[7.68],[37000.0],7.68,37000.0
458,['커뮤터'],['missing data'],['missing data'],0,0,0.0,0.0
459,['빅샤크: 매직체인지'],['7.62'],['13만명'],[7.62],[130000.0],7.62,130000.0
460,['당신얼굴 앞에서'],['7.41'],"['5,306명']",[7.41],[5306.0],7.41,5306.0
461,['옥자'],['8.77'],['수상내역보기'],[8.77],0,8.77,0.0
462,['리벤지'],['6.83'],['170명'],[6.83],[170.0],6.83,170.0
463,['그녀의 버킷리스트'],['5.00'],['SERIESON'],[5.0],0,5.0,0.0
464,['군산: 거위를 노래하다'],['8.05'],['1.5만명'],[8.05],[15000.0],8.05,15000.0
465,['나의 히어로 아카데미아 더 무비: 월드 히어로즈 미션'],['8.95'],['4.8만명'],[8.95],[48000.0],8.95,48000.0
466,['수퍼 소닉2'],['7.76'],['31만명'],[7.76],[310000.0],7.76,310000.0
467,[],0,0,0,0,0.0,0.0
468,['류이치 사카모토: 에이싱크'],['8.53'],"['1,224명']",[8.53],[1224.0],8.53,1224.0
469,['중독'],['missing data'],['missing data'],0,0,0.0,0.0
470,"['유, 더 리빙']",['7.36'],['745명'],[7.36],[745.0],7.36,745.0
471,['미스 리틀 선샤인'],['8.96'],['2.6만명'],[8.96],[26000.0],8.96,26000.0
472,['신데렐라 2: 마법에 걸린 왕자'],['6.94'],['3.9만명'],[6.94],[39000.0],6.94,39000.0
473,"['극장판 공룡메카드: 타이니소어의 섬', '헬로 카봇']","['9.17', '8.29']","['41만명', '22만명']","[9.17, 8.29]","[410000.0, 220000.0]",8.73,315000.0
474,['온딘'],['missing data'],['missing data'],0,0,0.0,0.0
475,['원더'],['9.43'],['27만명'],[9.43],[270000.0],9.43,270000.0
476,['보물 원정대'],['missing data'],['missing data'],0,0,0.0,0.0
477,['업사이드'],['9.68'],['4.4만명'],[9.68],[44000.0],9.68,44000.0
478,['별 시(別 時)'],['missing data'],['missing data'],0,0,0.0,0.0
479,"['메이크 유어 무브', '기억을 만나다']","['6.64', '6.51']","['9,368명', 'missing data']","[6.64, 6.51]",[9368.0],6.574999999999999,9368.0
480,['별을 쫓는 아이'],['8.16'],['6.4만명'],[8.16],[64000.0],8.16,64000.0
481,['그녀의 인생은 잘못이 없어'],['6.27'],['215명'],[6.27],[215.0],6.27,215.0
482,['빅샤크2: 해저2만리'],['7.90'],['5.3만명'],[7.9],[53000.0],7.9,53000.0
483,['다이빙벨 그후'],['5.85'],"['2,981명']",[5.85],[2981.0],5.85,2981.0
484,['7월 수요단편극장 “연상호 감독 특별전”'],['missing data'],['missing data'],0,0,0.0,0.0
485,"['섬 엘리스', '오페라 무페 거리']","['missing data', 'missing data']","['missing data', 'missing data']",0,0,0.0,0.0
486,['파스케이프- 은하계 대전쟁'],['missing data'],['missing data'],0,0,0.0,0.0
487,['루돌프와 많이있어'],['8.73'],['21만명'],[8.73],[210000.0],8.73,210000.0
488,['코드 기아스 반역의 를르슈 III -황도-'],['missing data'],['missing data'],0,0,0.0,0.0
489,"['광해, 왕이 된 남자']",['9.26'],"['1,232만명']",[9.26],[12320000.0],9.26,12320000.0
490,['어벤져스: 인피니티 워'],['9.08'],"['1,123만명']",[9.08],[11230000.0],9.08,11230000.0
491,['에이미'],['9.12'],['1.2만명'],[9.12],[12000.0],9.12,12000.0
492,['트럼보'],['8.76'],['6.1만명'],[8.76],[61000.0],8.76,61000.0
493,[],0,0,0,0,0.0,0.0
494,['극장판 헬로카봇 : 달나라를 구해줘!'],['7.92'],['59만명'],[7.92],[590000.0],7.92,590000.0
495,['더 테러 라이브'],['4.14'],['missing data'],[4.14],0,4.14,0.0
496,['어른들은 몰라요'],['6.92'],['3.5만명'],[6.92],[35000.0],6.92,35000.0
497,['스피드 4초'],['missing data'],['missing data'],0,0,0.0,0.0
498,['4월 단편 상상극장-박정민 헤는 밤'],['missing data'],['missing data'],0,0,0.0,0.0
499,['차일드 44'],['8.00'],['2.1만명'],[8.0],[21000.0],8.0,21000.0
500,['반지의 제왕 : 두개의 탑'],['9.80'],['소설'],[9.8],0,9.8,0.0
501,['슬픈 열대'],['missing data'],['missing data'],0,0,0.0,0.0
502,['하이큐!! 재능과 센스'],['9.55'],['4.4만명'],[9.55],[44000.0],9.55,44000.0
503,['혹성탈출: 종의 전쟁'],['8.15'],['205만명'],[8.15],[2050000.0],8.15,2050000.0
504,['라이프'],['7.82'],['45만명'],[7.82],[450000.0],7.82,450000.0
505,['버즈 오브 프레이(할리 퀸의 황홀한 해방)'],['8.22'],['40만명'],[8.22],[400000.0],8.22,400000.0
506,['나의 히어로 아카데미아 더 무비: 두 명의 히어로'],['9.31'],['1.9만명'],[9.31],[19000.0],9.31,19000.0
507,['하드코어 헨리'],['6.70'],['4.6만명'],[6.7],[46000.0],6.7,46000.0
508,['카페의 소녀'],['missing data'],['missing data'],0,0,0.0,0.0
509,['킹 리차드'],['7.77'],['1만명'],[7.77],[10000.0],7.77,10000.0
510,['월래스와 그로밋 : 거대토끼의 저주'],['missing data'],['missing data'],0,0,0.0,0.0
511,['더 스파이'],['8.56'],['31만명'],[8.56],[310000.0],8.56,310000.0
512,['스파이 서바이버 무삭제판'],['missing data'],['missing data'],0,0,0.0,0.0
513,['내 친한 친구의 아침식사'],['6.58'],"['9,319명']",[6.58],[9319.0],6.58,9319.0
514,[],0,0,0,0,0.0,0.0
515,['미션 임파서블: 로그네이션'],['8.81'],['612만명'],[8.81],[6120000.0],8.81,6120000.0
516,['엑스맨: 아포칼립스'],['8.24'],['293만명'],[8.24],[2930000.0],8.24,2930000.0
517,"['스파이더맨: 뉴 유니버스', '가디언즈']","['9.37', '9.18']","['72만명', '108만명']","[9.37, 9.18]","[720000.0, 1080000.0]",9.274999999999999,900000.0
518,['스타워즈: 라스트 제다이'],['7.80'],['95만명'],[7.8],[950000.0],7.8,950000.0
519,['이란희 단편선_I 독립영화여성감독전'],['missing data'],['missing data'],0,0,0.0,0.0
520,['미드소마 감독판'],['missing data'],['missing data'],0,0,0.0,0.0
521,['리슨'],['missing data'],['missing data'],0,0,0.0,0.0
522,"['우리 가족 삼총사', '아스테릭스: 신들의 전당']","['missing data', '8.60']","['missing data', '1.5만명']",[8.6],[15000.0],8.6,15000.0
523,[],0,0,0,0,0.0,0.0
524,['명탐정 코난 : 탐정들의 진혼가'],['8.72'],['18만명'],[8.72],[180000.0],8.72,180000.0
525,['어트랙션'],['missing data'],['missing data'],0,0,0.0,0.0
526,['고장난 론'],['8.47'],['16만명'],[8.47],[160000.0],8.47,160000.0
527,['네가 내가 되었으면 좋겠다'],['8.11'],['297명'],[8.11],[297.0],8.11,297.0
528,['이시다 히로야스 X 아라이 요지로 특별전'],['missing data'],['missing data'],0,0,0.0,0.0
529,['고스트 메신저 극장판'],['9.19'],['2.3만명'],[9.19],[23000.0],9.19,23000.0
530,['모털 엔진'],['7.19'],['26만명'],[7.19],[260000.0],7.19,260000.0
531,['로스트 인 아프리카'],['missing data'],['missing data'],0,0,0.0,0.0
532,['극장판 포켓몬스터DP: 기라티나와 하늘의 꽃다발 쉐이미'],['8.18'],['58만명'],[8.18],[580000.0],8.18,580000.0
533,['어벤져스: 인피니티 워'],['9.08'],"['1,123만명']",[9.08],[11230000.0],9.08,11230000.0
534,['꼬마 자전거 스피디'],['7.74'],"['9,510명']",[7.74],[9510.0],7.74,9510.0
535,['목소리의 형태'],['8.75'],['27만명'],[8.75],[270000.0],8.75,270000.0
536,['메이킹 패밀리'],['missing data'],['missing data'],0,0,0.0,0.0
537,['제로 다크 서티'],['8.26'],['10만명'],[8.26],[100000.0],8.26,100000.0
538,['킹 오브 프리즘 - 프라이드 더 히어로'],['missing data'],['missing data'],0,0,0.0,0.0
539,['노스맨: 바이킹과 늑대군단'],['missing data'],['missing data'],0,0,0.0,0.0
540,['당신과 함께한 순간들'],['8.14'],"['5,486명']",[8.14],[5486.0],8.14,5486.0
541,['몬몬몬 몬스터'],['8.27'],"['3,436명']",[8.27],[3436.0],8.27,3436.0
542,['아담스 패밀리'],['6.86'],['11만명'],[6.86],[110000.0],6.86,110000.0
543,['게스트하우스'],['7.30'],['303명'],[7.3],[303.0],7.3,303.0
544,['하이큐!! 땅 VS 하늘'],['8.52'],['4.3만명'],[8.52],[43000.0],8.52,43000.0
545,['데스 오브 미'],['3.86'],['20명'],[3.86],[20.0],3.86,20.0
546,['국가부도의 날'],['8.71'],['375만명'],[8.71],[3750000.0],8.71,3750000.0
547,['라이트 아웃'],['7.71'],['111만명'],[7.71],[1110000.0],7.71,1110000.0
548,['피끓는 청춘'],['7.54'],['167만명'],[7.54],[1670000.0],7.54,1670000.0
549,['카메라를 멈추면 안 돼!'],['7.35'],"['1,506명']",[7.35],[1506.0],7.35,1506.0
550,['어니스트 씨프'],['8.65'],['8.2만명'],[8.65],[82000.0],8.65,82000.0
551,['브랜단 앤 트루디'],['8.30'],['missing data'],[8.3],0,8.3,0.0
552,['다크 나이트'],['9.65'],['422만명'],[9.65],[4220000.0],9.65,4220000.0
553,['구직자들'],['7.10'],['962명'],[7.1],[962.0],7.1,962.0
554,"['프린스 코기', '빅풋 주니어']","['8.78', '9.00']","['20만명', '1.4만명']","[8.78, 9.0]","[200000.0, 14000.0]",8.89,107000.0
555,['캡틴 아메리카: 시빌 워'],['8.83'],['867만명'],[8.83],[8670000.0],8.83,8670000.0
556,['내부자들: 디 오리지널'],['9.09'],['208만명'],[9.09],[2080000.0],9.09,2080000.0
557,['주키퍼스 와이프'],['8.58'],['1.1만명'],[8.58],[11000.0],8.58,11000.0
558,['아미나 프로필'],['missing data'],['missing data'],0,0,0.0,0.0
559,"['사랑해, 리우']",['missing data'],['missing data'],0,0,0.0,0.0
560,['강철비'],['7.91'],['181만명'],[7.91],[1810000.0],7.91,1810000.0
561,['더 보이'],['7.49'],['5.7만명'],[7.49],[57000.0],7.49,57000.0
562,['서던 리치: 소멸의 땅'],['NETFLIX'],['missing data'],[0],0,0.0,0.0
563,['서치'],['8.96'],['295만명'],[8.96],[2950000.0],8.96,2950000.0
564,['극장판 엉덩이 탐정: 텐텐마을의 수수께끼'],['8.93'],['1.4만명'],[8.93],[14000.0],8.93,14000.0
565,"['엔드 콜', '비밀애']","['4.11', '4.85']","['missing data', '16만명']","[4.11, 4.85]",[160000.0],4.48,160000.0
566,['귀가'],['missing data'],['missing data'],0,0,0.0,0.0
567,['씨 피버'],['5.66'],"['8,915명']",[5.66],[8915.0],5.66,8915.0
568,['해피 엔드'],['8.40'],['수상내역보기'],[8.4],0,8.4,0.0
569,['트레이터'],['7.05'],"['2,036명']",[7.05],[2036.0],7.05,2036.0
570,['유성검'],['1.00'],['missing data'],[1.0],0,1.0,0.0
